source_kind,osm_pattern,cities,city_count,occurrence_count,city_occurrence_counts,recovery_total,recovery_recovered,recovery_rate,min_city_recovery_rate,observed_cities,audited_city_coverage,city_recovery_rates,train_data_admission,admission_reason,scenarionet_feature_type,mapping_status,admission_decision,degrade_strategy,parser_action,requires_explicit_osm_structure,notes
tag,node:name=N_3,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=N_4,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=N_5,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=N_6,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=N_7,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=N_8,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=N_9,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R1_0,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R1_1,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R1_2,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R1_3,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R1_4,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R1_5,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R2_0,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R2_1,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R2_2,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R2_3,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R2_4,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R2_5,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R3_0,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R3_1,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R3_2,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R3_3,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R3_4,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R3_5,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R4_0,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R4_1,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R4_2,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R4_3,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R4_4,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=R4_5,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_0,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_1,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_10,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_2,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_3,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_4,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_5,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_6,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_7,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_8,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=S_9,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_0,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_1,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_2,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_3,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_4,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_5,Tianjin;Xi_an,2,2,Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=W_6,Tianjin;Xi_an,2,2,Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,node:name=origin,Chongqing,1,1,Chongqing:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:bicycle=yes,Tianjin,1,4,Tianjin:4,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:location=urban,Changchun;Chongqing;Tianjin;Xi_an,4,116,Changchun:18;Chongqing:32;Tianjin:38;Xi_an:28,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_1_to_S_EN_1,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_1_to_W_EN_1,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_2_to_N_EN_1,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_2_to_N_EN_2,Changchun,1,1,Changchun:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_2_to_N_EN_3,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_2_to_W_EN_2,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_3_to_N_EN_2,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_3_to_N_EN_4,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_3_to_S_EN_2,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_3_to_W_EN_3,Tianjin;Xi_an,2,2,Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_EX_to_S_EN,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_crosswalk,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_en_1,Changchun,1,1,Changchun:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_en_2,Changchun,1,1,Changchun:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_en_3,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_ex_1,Changchun,1,1,Changchun:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_ex_1:gap,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_ex_2,Changchun,1,1,Changchun:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_ex_2:gap,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=E_ex_3:gap,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_1_to_E_EN_1,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_1_to_S_EN_1,Changchun;Tianjin,2,2,Changchun:1;Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_1_to_W_EN_1,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_1_to_W_EN_2,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_2_to_E_EN_3,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_2_to_S_EN_2,Changchun;Tianjin;Xi_an,3,3,Changchun:1;Tianjin:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_2_to_W_EN_2,Changchun,1,1,Changchun:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_2_to_W_EN_3,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_3_to_S_EN_3,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_3_to_W_EN_2,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_4_to_S_EN_4,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_4_to_W_EN_3,Xi_an,1,1,Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_EX_to_E_EN,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_crosswalk,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_en_1,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_en_2,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_en_3,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_ex_1,Changchun;Xi_an,2,2,Changchun:1;Xi_an:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
tag,relation:name=N_ex_1:gap,Tianjin,1,1,Tianjin:1,0,0,,,,0.0,,exclude,No final ScenarioNet map feature mapping is defined for this pattern.,,unmapped,exclude,omit feature and continue,ignore_unmapped_tag,,Observed during audit but not admitted into the final training map feature set.
